,country,study,doi,subregion,start_year,end_year,class_consumed,ab_consumed,amt_consumed,percent_isolates_resistant,notes,pathogen,ab_for_resistance,class_for_resistance,ab_setting,pathogen_setting,units,Region,income_group
92,Austria,Non-Hospital antimicrobial use and resistance in community-acquired Escherichia coli urinary tract infection,10.1093/jac/dkg488,Austria,2000,2000,Sulfonamide and Trimethoprim,Sulfonamide and Trimethoprim,1,0,DDD/1000 inhabitants/day,E. coli,Fosfomycin,J01XX Other antibacterials,community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
93,Austria,Antimicrobial drug use and resistance in Europe,10.3201/eid1411.070467,Austria,2004,2004,"Beta lactam antibacterials, penicillins",non-Penicillin (largely Cephaosporins),1,14,"DDD/1000 inhabitants/ day, DDD in 2004, resistance in 2005",S. pneumoniae,Erythromycin,"Macrolides, Lincosamides and Streptogramins",hospital + community,Community + Hospital,DDD/1000 inhabitants/day,Europe & Central Asia,High income
94,Austria,Antimicrobial drug use and resistance in Europe,10.3201/eid1411.070467,Austria,2004,2004,total abx,total abx,12,14,"DDD/1000 inhabitants/ day, DDD in 2004, resistance in 2005",S. pneumoniae,Erythromycin,"Macrolides, Lincosamides and Streptogramins",hospital + community,Community + Hospital,DDD/1000 inhabitants/day,Europe & Central Asia,High income
95,Austria,Antibiotic exposure and other risk factors for antimicrobial resistance in nasal commensal Staphylococcus aureus: An ecological study in 8 European countries,https://doi.org/10.1371/journal.pone.0135094,Austria,2010,2011,"Macrolides, Lincosamides and Streptogramins","Macrolides, Lincosamides and Streptogramins",NA,11,Only relaying %resistance no ddd/patient/pop or any dosing per country ,S. aureus,NA,"Macrolides, Lincosamides and Streptogramins",hospital,Community,NA,Europe & Central Asia,High income
96,Austria,Non-Hospital antimicrobial use and resistance in community-acquired Escherichia coli urinary tract infection,10.1093/jac/dkg488,Austria,2000,2000,Sulfonamide and Trimethoprim,Sulfonamide and Trimethoprim,1,0,DDD/1000 inhabitants/day,E. coli,Ciprofloxacin,Quinolones,community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
97,Austria,Antimicrobial drug use and resistance in Europe,10.3201/eid1411.070467,Austria,2004,2004,"Macrolides, Lincosamides and Streptogramins","Macrolides, Lincosamides and Streptogramins",3,5,"DDD/1000 inhabitants/ day, DDD in 2004, resistance in 2005",S. pneumoniae,Penicillin,"Beta lactam antibacterials, penicillins",hospital + community,Community + Hospital,DDD/1000 inhabitants/day,Europe & Central Asia,High income
98,Austria,Antibiotic exposure and other risk factors for antimicrobial resistance in nasal commensal Staphylococcus aureus: An ecological study in 8 European countries,https://doi.org/10.1371/journal.pone.0135094,Austria,2010,2011,Tetracyclines,Tetracyclines,NA,3,Only relaying %resistance no ddd/patient/pop or any dosing per country ,S. aureus,NA,Tetracyclines,hospital,Community,NA,Europe & Central Asia,High income
99,Austria,Non-Hospital antimicrobial use and resistance in community-acquired Escherichia coli urinary tract infection,10.1093/jac/dkg488,Austria,2000,2000,Sulfonamide and Trimethoprim,Sulfonamide and Trimethoprim,1,9,DDD/1000 inhabitants/day,E. coli,Trimethoprim-Sulfamethoxazole,Sulfonamide and Trimethoprim,community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
100,Austria,Non-Hospital antimicrobial use and resistance in community-acquired Escherichia coli urinary tract infection,10.1093/jac/dkg488,Austria,2000,2000,"Beta lactam antibacterials, penicillins","Beta lactam antibacterials, penicillins",3,17,DDD/1000 inhabitants/day,E. coli,Ampicillin,"Beta lactam antibacterials, penicillins",community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
101,Austria,Non-Hospital antimicrobial use and resistance in community-acquired Escherichia coli urinary tract infection,10.1093/jac/dkg488,Austria,2000,2000,Quinolones,Quinolones,1,17,DDD/1000 inhabitants/day,E. coli,Ampicillin,"Beta lactam antibacterials, penicillins",community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
102,Belgium,Antimicrobial drug use and resistance in Europe,10.3201/eid1411.070467,Belgium,2004,2004,"Beta lactam antibacterials, penicillins",Penicillin,10,16,"DDD/1000 inhabitants/ day, DDD in 2004, resistance in 2005",E. coli,Fluoroquinolones,Quinolones,hospital + community,Community + Hospital,DDD/1000 inhabitants/day,Europe & Central Asia,High income
103,Belgium,Antibiotic exposure and other risk factors for antimicrobial resistance in nasal commensal Staphylococcus aureus: An ecological study in 8 European countries,https://doi.org/10.1371/journal.pone.0135094,Belgium,2010,2011,"Beta lactam antibacterials, penicillins","Beta lactam antibacterials, penicillins",NA,72,Only relaying %resistance no ddd/patient/pop or any dosing per country ,S. aureus,NA,"Beta lactam antibacterials, penicillins",hospital,Community,NA,Europe & Central Asia,High income
104,Belgium,Non-Hospital antimicrobial use and resistance in community-acquired Escherichia coli urinary tract infection,10.1093/jac/dkg488,Belgium,2000,2000,"Beta lactam antibacterials, penicillins","Beta lactam antibacterials, penicillins",11,1,DDD/1000 inhabitants/day,E. coli,Mecillinam,Mecillinam,community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
105,Belgium,Non-Hospital antimicrobial use and resistance in community-acquired Escherichia coli urinary tract infection,10.1093/jac/dkg488,Belgium,2000,2000,Sulfonamide and Trimethoprim,Sulfonamide and Trimethoprim,0,0,DDD/1000 inhabitants/day,E. coli,Cefadroxil,Cephalosporin (undefined and 1st/2nd gen),community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
106,Belgium,Non-Hospital antimicrobial use and resistance in community-acquired Escherichia coli urinary tract infection,10.1093/jac/dkg488,Belgium,2000,2000,"Beta lactam antibacterials, penicillins","Beta lactam antibacterials, penicillins",11,6,DDD/1000 inhabitants/day,E. coli,Nalidixic Acid,Nalidixic Acid,community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
107,Belgium,Antimicrobial drug use and resistance in Europe,10.3201/eid1411.070467,Belgium,2004,2004,"Beta lactam antibacterials, penicillins",non-Penicillin (largely Cephaosporins),3,31,"DDD/1000 inhabitants/ day, DDD in 2004, resistance in 2005",S. pneumoniae,Erythromycin,"Macrolides, Lincosamides and Streptogramins",hospital + community,Community + Hospital,DDD/1000 inhabitants/day,Europe & Central Asia,High income
108,Belgium,Antibiotic exposure and other risk factors for antimicrobial resistance in nasal commensal Staphylococcus aureus: An ecological study in 8 European countries,https://doi.org/10.1371/journal.pone.0135094,Belgium,2010,2011,"Beta lactam antibacterials, penicillins","Beta lactam antibacterials, penicillins",NA,2,Only relaying %resistance no ddd/patient/pop or any dosing per country ,S. aureus,NA,"Beta lactam antibacterials, penicillins",hospital,Community,NA,Europe & Central Asia,High income
109,Belgium,Non-Hospital antimicrobial use and resistance in community-acquired Escherichia coli urinary tract infection,10.1093/jac/dkg488,Belgium,2000,2000,Quinolones,Quinolones,3,0,DDD/1000 inhabitants/day,E. coli,Fosfomycin,J01XX Other antibacterials,community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
110,Belgium,Antimicrobial drug use and resistance in Europe,10.3201/eid1411.070467,Belgium,2004,2004,Fluoroquinolones,Fluoroquinolones,2,31,"DDD/1000 inhabitants/ day, DDD in 2004, resistance in 2005",S. pneumoniae,Erythromycin,"Macrolides, Lincosamides and Streptogramins",hospital + community,Community + Hospital,DDD/1000 inhabitants/day,Europe & Central Asia,High income
111,Belgium, Antibiotic selection pressure and resistance in Streptococcus pneumoniae and Streptococcus pyogenes,https://doi.org/10.3201/eid1003.030252,Belgium,1994,2000,total abx,total abx ,26,13,DDD/1000 inhabitants/day,S. pneumoniae,Penicillin,"Beta lactam antibacterials, penicillins",community,community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
